"Reference","Study_common_taxon","Site_name","Sampling_effort","Longitude","Latitude","Species","Measurement","Effort_corrected_measurement"
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"minutus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"mompox",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"pusillus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"biconis",4,4
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"ruidum",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"coecus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"pilosus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"bauri",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"harpax",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",9,9
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"geminata",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"picea",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"melanocephalum",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"auropunctata",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"minutus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"mompox",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"pusillus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"biconis",39,39
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"ruidum",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"coecus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"pilosus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"bauri",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"harpax",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",23,23
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"geminata",90,90
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"picea",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"melanocephalum",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"auropunctata",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",17,17
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",31,31
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"minutus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"mompox",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"pusillus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"biconis",67,67
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",9,9
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"ruidum",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"coecus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"pilosus",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"bauri",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"harpax",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",51,51
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",8,8
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",10,10
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"geminata",128,128
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"picea",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"melanocephalum",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"auropunctata",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",4,4
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",9,9
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",12,12
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",41,41
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",9,9
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"minutus",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"mompox",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"pusillus",15,15
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
