"Reference","Study_common_taxon","Site_name","Sampling_effort","Longitude","Latitude","Species","Measurement","Effort_corrected_measurement"
"Armbrecht et al. 2006","Formicidae","Sun_LaFelisa",10,-75.953728,5.12433,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaFelisa",10,-75.953728,5.12433,"",1,1
"Armbrecht et al. 2006","Formicidae","Sun_LaFelisa",10,-75.953728,5.12433,"",1,1
"Armbrecht et al. 2006","Formicidae","Sun_LaFelisa",10,-75.953728,5.12433,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaEstrella",10,-75.960316,5.13453,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaEstrella",10,-75.960316,5.13453,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaEstrella",10,-75.960316,5.13453,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaEstrella",10,-75.960316,5.13453,"",1,1
"Armbrecht et al. 2006","Formicidae","Sun_LaEstrella",10,-75.960316,5.13453,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaMaria",10,-75.947015,5.11915,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaMaria",10,-75.947015,5.11915,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaMaria",10,-75.947015,5.11915,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaMaria",10,-75.947015,5.11915,"",0,0
"Armbrecht et al. 2006","Formicidae","Sun_LaMaria",10,-75.947015,5.11915,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_Monteverde",10,-75.92535,5.11813,"",1,1
"Armbrecht et al. 2006","Formicidae","MS_Monteverde",10,-75.92535,5.11813,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_Monteverde",10,-75.92535,5.11813,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_Monteverde",10,-75.92535,5.11813,"",3,3
"Armbrecht et al. 2006","Formicidae","MS_Monteverde",10,-75.92535,5.11813,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_BuenoAires",10,-75.939189,5.10034,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_BuenoAires",10,-75.939189,5.10034,"",2,2
"Armbrecht et al. 2006","Formicidae","MS_BuenoAires",10,-75.939189,5.10034,"",2,2
"Armbrecht et al. 2006","Formicidae","MS_BuenoAires",10,-75.939189,5.10034,"",1,1
"Armbrecht et al. 2006","Formicidae","MS_BuenoAires",10,-75.939189,5.10034,"",1,1
"Armbrecht et al. 2006","Formicidae","MS_Convenio",10,-75.942235,5.11307,"",1,1
"Armbrecht et al. 2006","Formicidae","MS_Convenio",10,-75.942235,5.11307,"",0,0
"Armbrecht et al. 2006","Formicidae","MS_Convenio",10,-75.942235,5.11307,"",1,1
"Armbrecht et al. 2006","Formicidae","MS_Convenio",10,-75.942235,5.11307,"",2,2
"Armbrecht et al. 2006","Formicidae","MS_Convenio",10,-75.942235,5.11307,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaI",10,-75.964694,5.129827,"",1,1
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaI",10,-75.964694,5.129827,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaI",10,-75.964694,5.129827,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaI",10,-75.964694,5.129827,"",3,3
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaI",10,-75.964694,5.129827,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaII",10,-75.972944,5.112967,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaII",10,-75.972944,5.112967,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaII",10,-75.972944,5.112967,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaII",10,-75.972944,5.112967,"",2,2
"Armbrecht et al. 2006","Formicidae","PS_LaPlayitaII",10,-75.972944,5.112967,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaClarita",10,-75.966683,5.110484,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaClarita",10,-75.966683,5.110484,"",0,0
"Armbrecht et al. 2006","Formicidae","PS_LaClarita",10,-75.966683,5.110484,"",1,1
"Armbrecht et al. 2006","Formicidae","PS_LaClarita",10,-75.966683,5.110484,"",2,2
"Armbrecht et al. 2006","Formicidae","PS_LaClarita",10,-75.966683,5.110484,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",9,9
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","0yrs",20,-72.71416667,11.085,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","1yrs",20,-72.71222222,11.07944444,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",10,10
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","2yrs",20,-72.714433,11.081314,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",24,24
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",52,52
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","4yrs",20,-72.723496,11.090152,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","6yrs",20,-72.71166667,11.095,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",7,7
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",38,38
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",8,8
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","7yrs",20,-72.705034,11.095432,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",7,7
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",15,15
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","8yrs",20,-72.71333333,11.09388889,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",7,7
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",81,81
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","12yrs",20,-72.69666667,11.09833333,"",4,4
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",7,7
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",8,8
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",56,56
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","13yrs",20,-72.690188,11.092547,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",41,41
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","14yrs",20,-72.6975,11.09,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",5,5
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",10,10
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest1",20,-72.657855,11.066603,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",3,3
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",33,33
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",1,1
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest2",20,-72.725868,11.090744,"",6,6
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",10,10
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",4,4
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",4,4
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",32,32
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",2,2
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",0,0
"Dominguez-Haydar and Armbrecht 2010","Formicidae","Forest3",20,-72.72944444,11.06138889,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",5,5
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",7,7
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",4,4
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest1",12,-75.935389,4.889417,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",4,4
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest2",12,-75.8827661561,4.85714999952,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",5,5
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest3",12,-76.491944,3.273833,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest4",12,-76.327922,3.642911,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",6,6
